Status,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Age_at_enrollment,Curricular_units_2nd_sem_enrolled,Curricular_units_1st_sem_enrolled,Admission_grade,Curricular_units_2nd_sem_evaluations,Previous_qualification_grade,Curricular_units_2nd_sem_without_evaluations
1,5,13.0,5,14.333333333333334,18,5,5,122.3,8,130.0,1
1,6,14.333333333333334,6,14.666666666666666,30,6,7,112.5,7,133.1,0
1,8,14.23125,7,12.835714285714284,21,8,7,98.1,8,97.0,0
0,0,0.0,0,0.0,20,5,5,140.2,0,130.0,0
0,0,0.0,0,0.0,19,0,0,134.6,0,150.0,0
1,8,13.24875,8,13.24875,18,8,8,126.8,8,141.0,0
1,5,12.4,3,14.0,22,5,5,113.6,8,116.0,0
1,6,12.166666666666666,6,13.625,19,6,6,126.6,7,135.0,0
1,8,15.61111111111111,7,14.85,18,8,7,130.7,9,144.0,0
1,5,11.4,4,10.75,21,5,5,105.9,6,108.0,0
0,0,0.0,0,0.0,37,6,6,100.0,0,133.1,0
0,0,0.0,0,0.0,38,6,6,120.0,10,133.1,0
0,0,0.0,0,0.0,55,5,5,119.0,5,130.0,0
0,4,11.75,5,13.0,28,6,6,110.0,11,133.1,0
1,5,12.4,8,12.375,46,9,8,120.0,11,120.0,0
1,0,0.0,0,0.0,22,0,0,119.8,0,131.0,0
0,4,13.75,5,11.4,46,6,6,135.6,9,133.1,0
0,3,12.0,3,13.0,18,5,5,136.3,8,131.0,0
1,6,14.166666666666666,6,13.5,21,6,6,149.2,6,146.0,0
0,1,11.0,0,0.0,34,5,5,100.0,10,120.0,0
0,5,11.2,5,12.0,21,6,6,125.0,8,119.0,0
1,6,13.0,5,13.0,18,6,6,131.0,7,132.0,0
1,0,0.0,0,0.0,20,0,0,122.0,0,130.0,0
0,1,12.0,2,10.5,19,6,6,118.0,11,119.0,0
1,6,12.166666666666666,6,12.666666666666666,22,6,6,126.0,6,134.0,0
0,0,0.0,1,11.0,23,6,6,120.0,8,120.0,0
0,0,0.0,0,0.0,19,0,0,155.6,0,172.0,0
0,0,0.0,0,0.0,19,0,0,127.3,0,129.0,0
1,6,16.142857142857142,6,15.571428571428571,18,6,6,161.2,7,164.0,0
0,5,11.8,4,12.0,18,6,6,140.9,7,136.0,0
0,3,11.333333333333334,4,11.25,19,6,6,111.1,6,117.0,0
1,0,0.0,0,0.0,18,0,0,149.9,0,131.0,0
1,5,13.6,6,12.142857142857142,19,6,6,120.0,11,120.0,0
0,0,0.0,2,11.5,27,6,6,120.0,7,133.1,0
1,6,13.0,4,13.0,20,6,6,98.9,6,101.0,0
1,8,12.8875,8,12.8875,18,8,8,136.3,9,141.0,1
1,6,12.571428571428571,6,12.833333333333334,18,6,6,130.0,7,145.0,0
0,2,12.5,3,10.666666666666666,18,5,5,141.5,11,160.0,0
1,8,12.28125,6,11.983333333333334,18,8,7,114.5,12,125.0,0
0,0,0.0,0,0.0,37,5,5,100.0,5,133.1,5
1,6,11.5,6,11.833333333333334,36,6,6,110.5,6,120.0,0
0,2,11.0,3,12.666666666666666,26,6,6,101.0,15,133.1,0
1,4,14.5,4,13.75,19,5,5,121.0,8,121.0,0
0,5,11.8,5,11.4,24,6,6,95.0,8,120.0,0
0,6,13.0,6,13.166666666666666,19,6,6,126.9,6,130.0,0
1,5,11.8,6,12.833333333333334,20,8,7,116.3,8,130.0,0
1,5,14.5,6,14.125,19,6,6,120.0,10,128.0,0
1,5,13.0,3,11.666666666666666,21,5,5,123.6,5,126.0,0
0,4,11.25,6,10.25,50,7,7,150.0,14,120.0,0
0,4,11.75,6,12.514285714285716,47,7,7,120.0,15,100.0,0
0,9,10.444444444444445,10,11.5,24,13,13,111.3,18,120.0,0
0,0,0.0,1,10.0,48,5,5,150.0,5,110.0,0
1,5,12.77777777777778,6,15.714285714285714,18,6,6,123.2,17,127.0,0
0,4,11.0,4,12.5,32,7,6,130.0,7,130.0,0
0,4,12.75,3,12.0,20,5,5,137.9,5,141.0,0
0,0,0.0,0,0.0,24,5,5,100.0,5,120.0,0
1,4,11.75,4,12.25,53,5,5,120.0,8,133.1,0
0,0,0.0,0,0.0,42,4,4,131.0,4,133.1,0
1,5,14.2,5,13.6,52,5,5,133.8,5,133.1,0
1,5,11.8,5,12.2,49,5,5,150.0,9,110.0,0
1,6,13.333333333333334,6,12.285714285714286,18,6,6,126.4,7,125.0,1
1,4,13.0,3,12.0,37,5,5,154.0,8,130.0,1
1,7,11.65,6,13.342857142857143,21,8,7,114.9,10,121.0,0
0,0,0.0,0,0.0,26,5,5,110.0,5,133.1,0
1,11,14.818181818181818,11,14.272727272727272,20,12,12,149.8,12,147.0,0
1,8,12.91111111111111,7,12.1375,19,8,7,117.9,9,128.0,0
1,6,14.857142857142858,6,14.166666666666666,18,6,6,165.8,7,164.0,0
1,8,14.655555555555557,7,13.528571428571428,18,8,7,127.6,9,137.0,0
1,6,11.0,5,12.0,20,6,6,123.8,8,122.0,0
0,1,11.0,5,11.4,20,6,5,126.1,11,124.0,0
0,0,0.0,0,0.0,21,0,0,119.7,0,120.0,0
1,11,14.5,12,12.916666666666666,22,11,12,121.6,16,117.0,0
1,8,14.3875,7,13.6375,18,8,7,100.0,8,140.0,0
0,7,12.142857142857142,7,12.9,18,8,7,127.6,15,130.0,0
1,7,14.36,7,14.36,19,8,8,132.5,8,138.0,0
1,7,14.7,7,14.7,18,8,8,131.0,8,142.0,0
1,8,15.0625,7,13.0,20,8,7,113.3,8,122.0,0
0,0,0.0,6,13.5,20,6,6,121.9,6,131.0,0
1,5,12.6,5,12.333333333333334,20,5,5,118.3,7,120.0,0
1,5,13.0,5,13.4,19,5,5,118.8,6,131.0,0
1,0,0.0,0,0.0,20,0,0,143.3,0,120.0,0
1,7,14.142857142857142,11,14.727272727272728,27,9,12,155.7,10,160.0,0
1,6,15.666666666666666,6,16.571428571428573,18,6,6,153.9,6,157.0,0
1,8,15.7425,7,15.145,18,8,7,137.8,8,150.0,0
1,8,15.075,7,13.44285714285714,18,8,7,143.3,8,148.0,0
1,4,11.75,5,14.166666666666666,20,5,5,123.2,6,120.0,2
1,6,12.333333333333334,6,11.333333333333334,20,6,6,140.5,6,158.0,0
1,8,13.76125,8,13.76125,18,8,8,130.0,8,145.0,0
0,5,10.0,5,11.6,22,9,7,104.8,9,100.0,0
1,5,13.0,4,12.75,22,6,6,132.5,8,136.0,0
1,6,14.0,6,15.307692307692308,19,6,6,136.5,9,148.0,0
0,4,12.0,5,13.285714285714286,21,6,6,130.0,10,130.0,0
1,8,14.077777777777778,7,14.757142857142856,27,8,7,190.0,9,130.0,0
1,6,12.766666666666666,6,12.766666666666666,18,7,7,128.5,7,136.0,0
0,0,0.0,5,10.4,18,6,5,126.6,13,122.0,0
0,0,0.0,0,0.0,19,7,7,131.6,0,140.0,0
1,5,12.6,4,10.5,35,5,5,119.0,6,110.0,0
1,5,13.4,4,14.25,23,5,5,127.6,6,130.0,0
0,0,0.0,3,11.916666666666666,28,7,7,100.0,17,133.1,0
0,5,11.6,4,12.0,20,5,5,117.7,6,124.0,0
0,4,12.75,3,11.0,21,5,5,124.7,5,124.0,0
1,5,13.0,6,14.166666666666666,18,6,6,124.5,8,128.0,0
1,6,15.0,6,14.666666666666666,22,6,6,140.8,6,125.0,0
1,5,12.285714285714286,0,0.0,21,5,5,111.9,10,121.0,1
0,0,0.0,3,12.666666666666666,38,5,7,140.0,5,140.0,0
0,0,0.0,0,0.0,19,0,0,123.8,0,136.0,0
0,0,0.0,0,0.0,24,5,5,134.0,0,140.8,0
0,0,0.0,0,0.0,19,6,6,130.8,0,142.0,0
1,8,14.022222222222222,7,13.7,19,8,7,130.2,9,133.0,0
0,0,0.0,0,0.0,31,5,5,147.6,0,130.0,0
1,6,13.285714285714286,6,13.333333333333334,19,6,6,113.4,7,120.0,0
1,6,12.166666666666666,5,11.4,22,6,6,133.7,6,141.0,0
0,0,0.0,0,0.0,25,5,5,128.2,5,130.0,0
0,0,0.0,7,16.142857142857142,18,8,7,161.0,9,168.0,0
0,0,0.0,0,0.0,30,8,8,130.0,8,130.0,8
1,8,15.63375,8,15.63375,18,8,8,156.3,8,156.0,0
1,6,14.5,6,13.666666666666666,18,6,6,129.3,6,137.0,0
0,0,0.0,0,0.0,18,6,6,129.3,0,131.0,0
1,6,11.5,6,12.5,18,6,6,136.3,7,130.0,0
1,6,13.0,6,12.285714285714286,25,6,6,140.0,6,133.1,0
0,0,0.0,0,0.0,18,0,0,139.7,0,160.0,0
0,4,13.125,4,12.95,25,7,7,105.0,11,133.1,1
1,6,12.45,6,12.45,19,7,7,130.5,7,130.0,0
1,8,13.38125,8,13.38125,20,8,8,131.5,8,137.0,0
0,5,11.34,5,12.16,33,6,7,100.0,7,133.1,0
1,6,12.166666666666666,6,12.75,18,6,6,130.2,10,140.0,0
1,8,13.3425,8,13.3425,19,8,8,133.5,8,135.0,0
1,6,13.03125,7,14.175,20,8,7,133.2,14,140.0,0
0,2,14.5,0,0.0,24,5,5,129.0,8,160.0,2
0,0,0.0,0,0.0,24,5,5,100.0,7,133.1,0
1,5,12.142857142857142,5,12.0,18,5,5,116.5,8,128.0,0
1,5,11.4,6,10.571428571428571,18,6,6,124.2,9,121.0,0
1,12,15.428571428571429,11,14.153846153846152,22,12,12,138.8,20,127.0,0
1,5,12.4,6,11.166666666666666,18,6,6,126.4,11,132.0,0
1,17,12.666666666666666,17,12.0,21,17,17,151.9,18,147.0,0
0,4,12.0,3,11.333333333333334,38,5,5,120.0,9,110.0,0
1,13,13.357142857142858,16,12.588235294117649,29,13,16,131.9,14,142.0,0
0,0,0.0,0,0.0,18,6,6,131.7,0,131.0,0
1,13,12.846153846153848,12,12.25,37,13,12,132.5,13,110.0,0
1,5,12.8,5,11.6,20,5,5,116.5,5,128.0,0
0,3,12.0,4,13.0,20,5,5,133.9,11,136.0,2
0,2,12.5,3,10.666666666666666,40,5,5,145.4,5,120.0,0
0,3,11.428571428571429,2,11.0,21,5,5,111.0,9,118.0,0
1,8,13.125,6,13.428571428571429,21,9,7,120.0,9,120.0,0
1,8,13.05375,8,13.05375,18,8,8,129.8,10,151.0,2
1,6,13.833333333333334,6,14.166666666666666,27,6,6,130.0,7,140.0,0
0,0,0.0,0,0.0,38,6,6,126.3,8,133.1,0
0,3,12.666666666666666,5,13.6,18,6,6,137.8,13,146.0,0
0,5,13.333333333333334,6,13.714285714285714,18,6,6,115.4,7,121.0,0
0,2,10.0,3,11.666666666666666,19,6,6,110.0,11,127.0,0
0,0,0.0,1,14.0,44,6,6,97.4,6,133.1,0
0,3,10.0,4,12.5,26,6,6,130.0,16,130.0,0
0,4,11.5,5,11.833333333333334,24,6,6,156.0,11,156.0,0
0,0,0.0,0,0.0,27,6,6,126.1,8,130.0,0
0,0,0.0,0,0.0,27,6,6,120.0,0,110.0,0
0,10,12.4,13,11.538461538461538,25,15,17,105.2,15,108.0,0
1,0,0.0,0,0.0,19,0,0,137.8,0,150.0,0
0,0,0.0,0,0.0,20,5,5,116.0,5,123.0,0
0,0,0.0,3,12.666666666666666,22,6,6,150.0,7,150.0,0
1,6,15.0,6,14.428571428571429,19,6,6,118.0,8,125.0,2
1,7,12.6,7,13.117142857142856,18,8,7,109.3,9,117.0,0
1,6,11.833333333333334,6,12.666666666666666,20,6,6,119.3,7,121.0,0
0,0,0.0,0,0.0,18,0,0,146.3,0,140.0,0
1,6,16.5,6,15.285714285714286,36,6,6,161.5,6,130.0,0
1,4,11.25,3,10.5,19,5,5,140.0,8,140.0,0
1,9,12.6,11,12.636363636363637,21,9,11,142.2,11,140.0,0
0,0,0.0,0,0.0,26,5,5,129.2,0,140.0,0
0,1,14.0,3,14.333333333333334,29,7,9,100.0,8,140.0,0
0,0,0.0,0,0.0,27,8,7,140.0,0,140.0,0
1,6,14.428571428571429,6,13.5,19,6,6,136.9,7,140.0,0
0,0,0.0,0,0.0,20,4,4,148.7,8,149.0,0
1,7,11.428571428571429,9,12.8,33,7,9,133.0,9,140.0,0
0,5,12.0,5,10.8,35,5,5,150.0,7,140.0,2
1,4,11.0,4,11.4,23,5,5,98.0,7,133.1,0
1,8,14.5,7,13.725714285714286,19,8,7,122.4,8,125.0,0
1,6,11.166666666666666,6,13.5,21,6,6,112.0,6,133.1,0
0,7,15.57,7,15.57,27,8,8,143.8,8,130.0,0
0,8,15.91111111111111,7,14.114285714285714,28,8,7,138.0,9,140.0,0
0,0,0.0,0,0.0,42,6,6,103.5,0,133.1,0
1,4,13.75,4,13.5,27,5,5,140.0,6,140.0,0
0,0,0.0,4,11.25,23,6,6,108.7,10,116.0,4
1,6,11.333333333333334,6,12.142857142857142,18,6,6,115.9,8,118.0,0
1,7,13.075714285714286,7,13.075714285714286,26,8,8,127.3,8,140.0,0
0,0,0.0,0,0.0,18,5,5,138.7,0,146.0,0
0,2,13.5,3,11.0,29,5,5,135.8,11,150.0,0
0,0,0.0,0,0.0,22,6,6,134.6,7,137.0,0
1,7,13.512857142857142,7,13.512857142857142,19,8,8,132.8,8,134.0,0
1,6,12.166666666666666,6,12.833333333333334,18,6,6,155.5,6,160.0,0
0,3,11.666666666666666,3,15.0,18,5,5,132.0,9,126.0,0
0,3,13.333333333333334,5,12.8,40,6,6,110.0,16,133.1,0
0,0,0.0,3,12.333333333333334,20,6,6,127.3,16,114.0,0
0,5,12.288,5,12.288,18,8,8,126.0,15,139.0,1
1,7,13.285714285714286,12,12.333333333333334,31,10,12,130.0,13,130.0,2
1,5,12.8,4,11.5,18,5,5,118.8,5,131.0,0
0,4,11.142857142857142,6,11.833333333333334,22,6,6,127.6,11,130.0,0
0,0,0.0,0,0.0,38,5,5,112.1,5,133.1,0
0,0,0.0,0,0.0,33,5,5,130.0,5,130.0,0
0,0,0.0,0,0.0,18,6,6,121.4,0,127.0,0
1,5,13.0,6,12.333333333333334,27,5,6,120.6,5,134.0,0
1,6,12.833333333333334,6,12.428571428571429,26,6,6,126.5,6,130.0,0
1,8,13.544444444444444,7,12.765714285714289,19,8,7,120.2,9,127.0,0
0,5,12.6,5,12.1,44,7,7,120.0,10,130.0,0
1,5,11.5,5,12.0,19,5,5,137.5,9,142.0,0
0,0,0.0,0,0.0,20,6,6,127.9,6,117.0,0
1,13,12.0,13,11.357142857142858,31,14,14,131.8,14,164.0,1
1,6,12.5,6,13.5,25,6,6,129.0,6,130.0,0
0,0,0.0,0,0.0,19,6,6,115.8,0,127.0,0
0,8,14.75,7,13.884285714285712,18,8,7,126.4,9,140.0,0
0,2,10.5,2,11.666666666666666,24,6,6,112.9,20,133.1,6
1,6,12.666666666666666,6,14.5,20,6,6,111.6,6,120.0,0
1,6,14.166666666666666,6,14.714285714285714,18,6,6,152.0,7,160.0,0
1,6,14.333333333333334,6,13.285714285714286,18,6,6,132.6,6,141.0,0
0,0,0.0,0,0.0,28,7,7,120.0,7,120.0,7
0,4,11.5,5,13.0,18,6,6,142.8,10,162.0,0
1,5,14.0,6,11.5,18,6,6,124.8,11,130.0,0
1,5,11.6,5,11.8,18,5,5,126.3,10,134.0,3
0,3,12.285714285714286,3,10.666666666666666,19,5,5,119.0,10,133.1,0
1,8,14.864444444444445,6,13.8875,19,8,7,124.9,9,137.0,0
1,6,11.5,5,11.4,20,6,6,118.0,9,133.1,0
1,7,12.142857142857142,9,12.333333333333334,34,7,11,100.0,12,110.0,0
1,8,13.427499999999998,8,13.427499999999998,19,8,8,130.8,8,133.0,0
1,2,15.5,6,15.166666666666666,24,6,6,110.0,6,130.0,0
0,0,0.0,0,0.0,18,6,6,151.0,0,151.0,0
0,0,0.0,2,10.5,19,5,5,131.0,9,125.0,3
1,3,11.0,5,11.8,18,5,5,155.2,8,158.0,0
1,8,12.36111111111111,7,13.075,19,8,7,119.7,11,133.0,0
0,2,13.0,4,11.6,19,6,6,131.0,14,138.0,0
0,4,12.25,6,13.666666666666666,19,6,6,116.9,10,126.0,0
0,2,10.0,4,10.75,41,5,5,130.0,7,140.0,0
1,8,12.68888888888889,6,13.492857142857144,19,8,7,137.8,9,143.0,0
0,0,0.0,0,0.0,23,8,7,120.0,0,120.0,0
0,5,14.8,5,13.285714285714286,18,5,5,133.0,16,148.0,0
1,5,11.8,5,12.6,19,5,5,115.2,13,126.0,5
1,6,14.666666666666666,6,14.0,20,6,6,160.0,7,160.0,0
0,2,10.5,2,11.5,35,5,5,106.3,8,140.0,0
0,0,0.0,0,0.0,34,6,6,103.0,9,133.1,0
1,6,12.875,6,11.833333333333334,19,6,6,136.0,8,136.0,0
1,5,12.4,5,11.5,22,6,6,146.5,8,150.0,0
1,6,12.333333333333334,6,14.166666666666666,20,6,6,131.4,8,130.0,0
0,0,0.0,0,0.0,30,5,5,137.0,5,110.0,0
0,0,0.0,2,10.5,20,6,6,111.9,16,121.0,0
1,6,13.166666666666666,6,11.833333333333334,18,6,6,131.2,6,127.0,0
0,0,0.0,0,0.0,26,5,5,131.2,6,140.0,0
1,5,12.4,5,12.4,26,5,5,140.0,5,130.0,0
0,0,0.0,2,10.5,26,5,5,121.5,9,130.0,0
0,0,0.0,0,0.0,31,5,5,153.5,6,100.0,0
1,11,14.333333333333334,12,14.583333333333334,20,11,12,142.2,14,139.0,0
1,3,12.666666666666666,6,11.666666666666666,19,6,6,131.1,10,150.0,0
0,0,0.0,0,0.0,23,5,5,130.6,5,133.1,0
0,0,0.0,1,13.0,20,7,7,115.0,15,119.0,0
1,9,15.011111111111113,7,15.66,20,10,7,125.0,11,170.0,0
0,0,0.0,0,0.0,29,5,6,97.5,10,133.1,0
1,4,12.75,6,12.166666666666666,20,6,6,134.4,8,133.0,0
1,6,13.3,6,13.3,24,7,7,118.8,7,125.0,0
0,0,0.0,0,0.0,37,7,7,110.5,13,133.1,1
0,0,0.0,0,0.0,18,8,7,123.3,0,143.0,0
0,0,0.0,0,0.0,18,0,0,139.6,0,127.0,0
1,7,13.55714285714286,7,13.55714285714286,18,8,8,138.8,8,157.0,0
0,3,10.333333333333334,4,12.0,35,6,6,140.0,11,140.0,0
0,0,0.0,0,0.0,19,6,5,118.2,0,128.0,0
1,0,0.0,0,0.0,18,0,0,150.6,0,145.0,0
1,6,12.183333333333332,6,12.183333333333332,19,7,7,126.0,7,132.0,0
0,4,11.0,6,11.833333333333334,30,8,9,160.0,21,160.0,0
0,0,0.0,0,0.0,51,4,4,160.0,4,160.0,0
1,5,14.333333333333334,6,15.0,18,6,6,184.4,10,184.4,0
1,0,0.0,0,0.0,18,0,0,156.0,0,149.0,0
1,0,0.0,0,0.0,18,0,0,150.2,0,146.0,0
1,8,13.435,8,13.435,18,8,8,126.3,8,139.0,0
0,0,0.0,4,13.5,18,5,5,146.1,9,152.0,3
1,17,12.176470588235292,17,11.5,23,17,17,116.8,17,121.0,0
0,4,11.5,5,12.2,18,6,6,112.3,11,121.0,0
1,0,0.0,0,0.0,18,0,0,155.3,0,143.0,0
1,8,14.0,10,14.5,21,9,11,153.8,15,150.0,0
1,6,12.666666666666666,6,13.333333333333334,20,6,6,110.0,8,126.0,0
1,9,12.555555555555555,9,12.0,24,10,11,128.2,21,133.1,0
1,6,14.0,6,15.125,18,6,6,120.4,9,127.0,0
1,6,13.116666666666667,6,13.116666666666667,18,7,7,153.0,7,160.0,0
1,6,11.666666666666666,6,12.833333333333334,19,6,6,117.9,7,121.0,0
1,6,14.166666666666666,6,13.333333333333334,20,6,6,145.6,6,150.0,0
1,8,15.6625,7,13.877142857142855,18,8,7,119.8,8,117.0,0
1,7,12.944285714285714,7,12.944285714285714,18,8,8,126.8,8,141.0,0
1,6,14.266666666666666,6,14.266666666666666,19,7,7,137.3,7,148.0,0
1,5,14.0,5,13.0,18,6,6,115.5,8,120.0,0
1,8,12.48375,8,12.48375,20,8,8,127.5,8,132.0,0
1,8,15.3125,7,13.428571428571429,18,8,7,116.3,8,125.0,0
0,0,0.0,3,10.666666666666666,18,6,6,113.2,12,123.0,0
1,5,12.2,5,15.4,18,6,6,132.6,7,142.0,0
1,6,13.45,6,13.45,18,7,7,132.0,7,148.0,0
1,6,12.6,6,12.6,18,7,7,130.3,7,136.0,0
1,8,12.9375,7,12.485714285714286,20,8,7,116.7,12,123.0,0
1,5,12.8,5,10.8,22,6,6,134.0,7,135.0,0
1,6,14.0,6,13.833333333333334,18,6,6,139.2,6,136.0,0
1,4,12.5,5,13.2,18,5,5,129.4,6,142.0,0
0,0,0.0,1,14.0,18,6,6,125.6,6,127.0,0
1,5,14.0,8,13.875,19,6,8,129.3,8,131.0,0
1,5,12.714285714285714,5,12.5,19,5,5,128.4,8,134.0,0
1,6,12.5,6,13.428571428571429,18,6,6,139.9,6,142.0,0
1,8,15.11111111111111,7,14.868571428571428,18,8,7,128.5,9,133.0,0
1,8,13.21875,7,13.03,18,8,7,117.8,8,125.0,0
1,6,12.333333333333334,6,14.571428571428571,19,6,6,115.1,7,120.0,0
1,4,11.25,5,11.0,18,6,6,118.0,9,125.0,0
1,8,13.3675,8,13.3675,25,8,8,120.0,8,133.1,0
1,7,12.825714285714286,6,12.808333333333332,19,8,7,119.6,11,133.1,0
1,8,13.8875,7,13.918571428571427,18,8,7,133.2,9,143.0,0
1,4,12.8,6,13.0,19,6,6,141.8,9,147.0,0
1,6,13.683333333333332,6,13.683333333333332,18,7,7,130.3,7,142.0,0
0,1,12.0,5,13.0,24,6,6,100.0,12,150.0,0
1,5,11.2,5,12.8,21,6,6,114.6,7,124.0,0
1,6,12.166666666666666,6,13.571428571428571,18,6,6,123.4,6,136.0,0
1,6,13.166666666666666,6,13.166666666666666,18,6,6,116.4,6,116.0,0
1,6,14.5,6,15.0,20,6,6,123.2,6,127.0,0
1,5,11.4,6,12.666666666666666,19,6,6,123.7,8,117.0,0
0,6,13.142857142857142,6,13.857142857142858,19,6,6,127.6,7,116.0,0
1,8,14.9625,7,14.692857142857145,30,8,7,117.1,8,129.0,0
1,8,14.035,8,14.035,18,8,8,149.3,8,157.0,0
1,3,14.0,4,11.0,18,5,5,125.6,8,135.0,0
1,6,13.333333333333334,6,13.333333333333334,18,6,6,145.0,6,139.0,0
1,7,12.33,6,11.7725,20,8,7,115.0,9,115.0,0
0,0,0.0,0,0.0,19,6,6,114.3,0,123.0,0
0,0,0.0,0,0.0,19,6,6,126.0,12,140.0,0
0,0,0.0,0,0.0,19,0,0,124.0,0,138.0,0
1,6,12.0,6,12.285714285714286,18,6,6,122.6,6,132.0,0
1,6,13.166666666666666,6,12.166666666666666,19,7,7,113.5,9,117.0,0
1,7,14.805714285714286,7,14.805714285714286,25,8,8,140.0,8,140.0,0
0,6,11.714285714285714,5,10.6,19,6,6,107.0,10,133.1,0
1,6,12.666666666666666,6,12.833333333333334,19,6,6,124.2,6,134.0,0
1,5,13.8,5,13.0,20,6,6,108.0,6,115.0,0
1,8,13.7125,7,12.725,20,8,7,115.2,8,119.0,0
1,3,10.333333333333334,4,11.25,19,5,5,129.3,10,131.0,0
1,12,13.461538461538462,11,13.818181818181818,31,12,12,120.0,16,120.0,0
1,3,13.0,3,12.333333333333334,20,5,5,116.7,8,120.0,1
1,5,15.4,6,13.666666666666666,18,6,6,121.1,9,133.0,0
1,6,12.142857142857142,6,14.833333333333334,20,6,6,123.3,8,128.0,0
0,5,13.125,5,11.2,19,6,6,129.4,10,129.0,0
1,5,12.2,5,11.4,21,5,5,119.9,6,122.0,0
1,8,13.244444444444444,7,13.135,18,8,7,131.6,9,140.0,0
0,10,11.4,10,13.0,21,11,10,120.0,11,143.0,0
1,5,12.5,6,13.5,20,6,6,143.0,9,140.0,0
1,6,14.5,5,13.5,18,6,6,119.2,6,123.0,0
1,5,13.0,4,10.75,18,5,5,124.3,5,140.0,0
1,6,11.833333333333334,6,11.333333333333334,18,6,6,111.1,9,116.0,0
1,5,13.285714285714286,3,13.0,21,5,7,150.0,12,150.0,1
1,6,13.966666666666669,6,13.966666666666669,18,7,7,147.3,7,147.0,0
1,8,14.14125,8,14.14125,18,8,8,147.5,8,162.0,0
1,4,11.75,4,11.6,20,6,6,108.0,10,108.0,0
1,8,14.6625,8,14.6625,32,8,8,130.0,8,130.0,0
1,8,12.66875,6,12.993333333333334,23,8,7,109.0,9,116.0,0
1,5,12.8,5,12.2,18,6,6,121.2,10,132.0,0
0,0,0.0,0,0.0,34,0,0,140.0,0,140.0,0
1,5,11.8,5,12.2,21,5,5,125.9,7,136.0,0
0,0,0.0,0,0.0,20,6,6,121.5,12,133.0,0
1,6,11.666666666666666,6,11.333333333333334,18,6,6,121.5,6,126.0,0
1,6,13.1,6,13.857142857142858,18,6,6,132.4,15,142.0,0
1,6,13.333333333333334,6,12.857142857142858,18,6,6,122.4,6,121.0,0
0,0,0.0,1,10.0,24,6,6,110.0,12,134.0,0
1,13,11.384615384615383,14,10.214285714285714,32,13,15,120.4,13,140.0,0
0,3,10.333333333333334,6,11.285714285714286,24,6,6,105.0,16,133.1,0
0,0,0.0,6,13.833333333333334,18,6,6,137.8,7,157.0,0
1,5,12.6,6,12.857142857142858,28,6,6,118.0,8,120.0,0
0,4,12.0,6,11.666666666666666,18,6,6,122.1,9,134.0,0
0,0,0.0,0,0.0,24,5,6,140.0,10,140.0,0
1,5,13.2,5,14.4,19,5,5,143.2,6,133.0,0
1,6,14.166666666666666,6,14.833333333333334,44,6,6,120.5,6,146.0,0
1,6,12.0,6,14.333333333333334,18,6,6,119.5,9,130.0,0
1,0,0.0,0,0.0,18,0,0,147.5,0,151.0,0
0,0,0.0,0,0.0,22,6,6,129.6,0,133.1,0
1,6,12.666666666666666,6,12.333333333333334,18,7,7,126.1,7,132.0,0
1,5,12.4,5,11.8,44,5,5,160.0,5,110.0,0
0,5,10.6,5,13.2,33,6,6,105.5,7,133.1,0
0,0,0.0,0,0.0,32,5,6,95.5,10,110.0,0
0,0,0.0,0,0.0,35,6,6,107.5,0,133.1,0
1,6,13.285714285714286,6,11.5,20,6,6,106.1,7,105.0,0
1,5,12.2,5,12.6,24,6,6,116.3,7,160.0,0
1,8,14.22222222222222,7,13.542857142857144,19,8,7,137.4,9,144.0,0
1,6,13.833333333333334,6,13.666666666666666,19,6,6,144.1,6,143.0,0
0,0,0.0,0,0.0,27,6,6,107.8,8,160.0,0
0,0,0.0,0,0.0,30,6,6,128.2,0,140.0,0
0,0,0.0,0,0.0,21,0,0,117.0,0,133.1,0
1,6,12.285714285714286,6,11.5,19,6,6,110.4,8,116.0,0
1,7,12.9125,7,11.828571428571427,18,8,7,100.0,10,141.0,0
1,0,0.0,0,0.0,21,0,0,117.0,0,110.0,0
1,6,12.966666666666669,6,12.966666666666669,19,7,7,128.0,7,132.0,0
1,6,13.666666666666666,6,13.833333333333334,18,6,6,122.1,6,135.0,0
1,8,14.36875,7,14.125714285714285,19,8,7,133.4,8,135.0,0
0,0,0.0,5,12.166666666666666,45,8,10,112.0,8,140.0,2
1,4,12.25,6,12.666666666666666,26,6,6,130.0,21,133.1,0
0,0,0.0,0,0.0,51,5,4,100.0,0,100.0,0
1,6,14.166666666666666,6,12.285714285714286,49,6,6,162.0,7,133.1,0
0,1,10.0,2,10.0,22,5,5,131.4,7,137.0,0
0,2,12.0,2,11.5,33,5,5,128.2,8,120.0,0
1,4,11.5,5,11.6,20,5,5,148.9,6,148.9,0
1,6,11.666666666666666,6,12.5,18,6,6,128.4,6,134.0,0
0,2,11.0,3,11.666666666666666,20,6,6,120.3,10,128.0,0
1,10,11.6,7,13.428571428571429,37,10,10,100.0,11,133.1,0
1,6,13.5,6,13.666666666666666,18,6,6,126.1,6,131.0,0
1,6,12.166666666666666,6,12.5,19,6,6,111.7,6,118.0,0
1,4,12.8,6,13.0,21,6,6,140.0,15,140.0,0
